id,bishop_config,num_entries,bytes,num_win_pos,num_draw_pos,num_loss_pos,num_win_ix,num_draw_ix,num_loss_ix,num_broken_ix,fen,dtm,line
KPKBBN,B00v20,8817262080,3973851310,358779226,1417540186,6900875960,179389613,708770093,3450437980,0,5n2/8/2P5/8/8/2b5/8/1Kbk4 w - - ,175,c6c7 c1a3 c7c8q d1d2 c8d8 d2e3 d8g5 e3d3 g5f5 d3e3 f5h3 e3d4 h3g4 d4e3 g4g3 e3d4 g3f4 d4d3 f4f3 d3c4 f3f1 c4d4 f1f6 d4c4 f6a6 c4b3 a6d3 a3c5 d3d5 b3b4 b1c2 c3d4 d5b7 c5b6 b7f7 b6c5 c2d3 b4b5 f7b7 c5b6 b7a8 d4c5 a8c8 b5b4 c8c6 b6a7 d3e4 c5d4 c6b7 b4c3 b7d5 a7c5 d5f7 c3b4 e4d5 b4a5 f7e8 d4f2 e8c6 a5b4 c6b7 b4c3 b7b5 f2d4 b5f1 d4g1 f1c4 c3b2 c4g4 b2c3 d5c6 g1e3 c6b5 c5d4 g4c8 d4c5 c8f5 e3g1 f5f4 g1d4 f4f1 d4g1 f1c4 c3d2 c4b3 g1e3 b3a2 d2d3 a2c4 d3d2 c4b3 e3g1 b3h3 g1d4 b5c4 d2e2 h3g3 e2d2 g3f4 d4e3 f4h2 e3f2 h2g2 d2e3 c4c5 f8e6 c5d6 e6f4 g2b7 f4d3 d6d5 d3f4 d5e5 f4d3 e5f5 e3d2 b7c6 d2e3 c6f6 f2e1 f6b6 e3e2 b6e6 e2d2 f5g4 e1f2 g4f3 f2d4 e6e2 d2c3 f3e4 d3c5 e4d5 c5b3 e2c4 c3b2 c4d3 d4c3 d3b5 b2c2 b5a4 c2b2 d5c4 b3a5 c4d3 c3e1 a4c2 b2a3 c2c1 a3b4 c1e1 b4b5 e1c1 a5c6 c1c4 b5b6 d3e4 b6b7 c4c5 c6d8 c5e7 b7c8 e4d5 d8b7 d5c4 b7a5 c4b5 a5c4 b5c4 c8b8 c4b5 b8c8 b5a6 c8b8 e7b7 
KPKBBN,B00v11,8817262080,3973851310,368465542,481915556,8106947690,184232771,240957778,4053473845,0,8/bb3P2/8/8/8/2k5/8/1K1n4 w - - ,229,f7f8q c3d3 f8f1 d3d2 f1f4 d2d3 f4c7 d1c3 b1b2 c3a4 b2a3 a4c5 c7a5 b7a6 a3b4 d3e4 a5c7 a6b7 c7h2 c5d3 b4b5 d3c5 h2e2 e4d4 e2d1 d4e4 d1b1 e4f4 b1a2 b7a6 b5c6 f4e4 a2d5 e4e3 d5g8 a6b7 c6c7 e3d4 g8g1 d4d3 g1d1 d3c4 d1c2 c4d4 c2b2 d4e4 c7d6 b7a6 b2g2 e4e3 g2g7 a6b7 g7g1 e3d3 g1b1 d3e3 d6e7 b7a6 b1d1 e3e4 d1d8 a6b7 d8d6 e4f3 d6d4 f3g3 d4e5 g3h3 e7d8 h3g4 e5d4 g4g3 d4c3 g3f4 c3a5 c5a6 a5a4 f4g3 a4a3 g3g4 a3b2 a6c5 d8e7 g4f4 b2b4 f4f5 b4d4 b7e4 d4a1 a7b8 a1c3 b8e5 c3h3 f5f4 h3h2 f4f5 h2f2 e5f4 f2c5 f4e5 c5f2 e5f4 f2f1 f5e5 f1a1 e5f5 a1f6 f5g4 f6c3 e4f5 e7f6 f4g5 f6e5 g5f4 e5d5 f4g3 c3d2 g3f4 d2d1 g4h4 d1e2 h4g5 e2f3 f5g6 d5e6 g6f5 e6f7 f5g6 f7e7 g6f5 f3f2 f4e5 f2e3 e5f4 e3g1 f5g4 e7f7 f4e5 g1f1 g4f5 f1f3 e5f4 f3g2 f5g4 g2b2 g4h5 f7e7 h5f3 b2f6 g5g4 f6g6 g4h3 g6g1 f4g3 e7e6 h3g4 e6f6 g4f4 g1c1 f4e4 f6g5 f3e2 c1b1 e2d3 b1h1 e4e3 h1g1 g3f2 g1h2 d3c2 h2g2 c2d3 g2d5 f2g3 g5g4 g3e1 d5f3 e3d2 g4f4 d2c3 f3c6 d3c4 f4e4 e1d2 c6d6 d2c1 d6g3 c3c2 e4d4 c4e2 g3c3 c2d1 d4e4 c1d2 c3b3 d1c1 e4d4 d2f4 b3d5 f4d2 d5h1 c1c2 h1e4 c2d1 e4b1 d2c1 d4c3 e2a6 b1c2 d1e1 c2c1 e1f2 c1a3 a6f1 c3d2 f1b5 a3e3 f2g2 e3f4 b5f1 d2e1 f1e2 e1e2 g2h3 f4g5 h3h2 e2f2 h2h3 g5g3 
KPKQBB,B00v20,8817262080,2297778639,53913498,850467652,7772814222,26956749,425233826,3886407111,0,8/7P/8/8/8/b7/1k6/q1bK4 w - - ,55,h7h8q b2a2 h8g8 a2b2 g8g7 b2a2 g7f7 a2b2 f7f6 b2a2 f6e6 a2b2 e6e5 b2a2 e5d5 a2b2 d5d4 b2b3 d4a1 c1b2 a1b1 b3c4 b1e4 b2d4 d1c2 a3b4 e4e6 c4c5 c2d3 b4c3 d3e4 c3a1 e6d5 c5b4 e4d3 d4g1 d5c4 b4a5 c4b3 g1b6 b3a2 a5b5 a2c4 b5a5 c4c6 a1b2 d3c4 a5a6 c6c8 a6a7 c4d5 b2a1 d5c6 a1b2 c8b7 
KPKQBB,B00v11,8817262080,2297778639,26995520,76151588,8854181680,13497760,38075794,4427090840,0,1K6/2Pkb3/4b3/8/8/8/8/7q w - - ,167,c7c8q d7d6 c8c7 d6d5 c7b7 d5d4 b7h1 e7d6 b8a7 d6c5 a7a6 e6c4 a6a5 c4d3 h1c1 d3c4 c1g5 c4d3 g5d2 d4e4 d2c3 c5d4 c3e1 e4d5 a5b4 d3e4 e1c1 e4f5 c1c7 f5d3 c7f4 d3e4 f4g5 d4e5 g5g8 d5d6 g8c4 e4f5 c4b5 d6e6 b5c6 e6f7 c6h6 e5f6 b4c5 f7e6 h6h1 f6e7 c5c6 e7f8 h1e1 e6f7 c6d5 f8g7 e1e2 f7f6 e2e8 f6g5 e8g8 g5g6 d5c6 g6f6 c6d6 f5g4 g8d8 f6g6 d8e8 g6g5 e8e3 g5g6 e3g1 g6f5 g1g3 g7f6 d6d5 g4h5 g3f2 f5g5 f2e3 g5f5 e3e6 f5g5 d5e4 h5g6 e4e3 f6g7 e6d6 g6f5 e3f3 f5g4 f3g3 g4f5 d6d2 g5g6 d2d5 g6g5 d5g8 g5f6 g3h4 f5e6 g8b8 f6e7 b8b4 e7f7 b4b7 f7g6 b7b1 g6f7 b1h7 f7f6 h7e4 g7f8 e4f3 f6g7 h4h5 e6f7 h5g5 f8e7 g5f4 e7f6 f3b7 g7g8 f4f5 f6h8 b7h1 g8g7 h1a8 f7g6 f5g5 g6f7 a8d8 f7a2 d8d4 g7g8 d4g4 a2f7 g5h6 g8f8 g4b4 f8e8 b4b8 e8d7 b8h8 f7d5 h8f6 d5c6 h6g5 d7c7 g5f5 c7b6 f5e6 b6b5 e6d6 c6e8 d6d5 e8h5 f6b2 b5a6 b2b4 h5f3 d5d6 f3e2 d6c6 e2f3 c6c7 f3d1 b4b6 
KRPKBB,B00v20,8459934480,1989553651,2820630968,4154563116,70118,1410315484,2077281558,35059,675267872,8/8/5P2/1R2bk2/1K1b4/8/8/8 w - - ,271,f6f7 f5e6 f7f8n e6f7 f8d7 f7e6 b5b7 e6d5 b4b5 e5d6 b5a5 d5c6 a5a6 d6c7 d7f8 d4b6 f8g6 c6d6 g6h4 d6d5 a6b5 d5d6 h4g2 b6g1 g2e1 g1f2 e1d3 f2g1 d3b2 g1f2 b2c4 d6d7 b5a6 f2d4 b7b1 d7c6 b1c1 d4c5 c1c2 c7d8 c4d2 c6d5 d2b3 c5g1 c2c1 g1f2 a6b5 d8b6 b3a1 f2g1 a1c2 b6c5 c1d1 g1d4 d1d2 d5e4 b5c4 d4f2 d2d8 c5e7 d8e8 f2c5 c2e1 c5a3 e1d3 a3d6 e8g8 d6h2 g8g4 e4f5 g4g2 e7d6 c4d5 h2g3 g2g1 g3h2 g1e1 h2g3 e1h1 g3h2 d3e1 h2g3 e1f3 g3f4 f3d4 f5f6 h1a1 f4e3 a1f1 e3f4 d5e4 f6g6 d4f5 g6g5 f1d1 d6e5 f5e7 f4h2 d1f1 e5d6 f1f5 g5h6 f5f6 h6g5 e7d5 h2e5 f6e6 e5g3 d5e3 d6e5 e3f5 g3h2 e6a6 e5f6 a6a2 f6e5 a2c2 e5f4 c2c6 g5g4 c6c8 f4g5 c8c2 h2g3 c2g2 g5f4 f5d4 f4e5 d4e6 e5f6 g2g1 f6h4 g1c1 g3e1 c1d1 e1c3 e6c5 h4g3 d1d8 g3f4 c5d3 f4g5 d8g8 c3f6 g8a8 g5d2 a8a3 f6c3 a3b3 g4g5 b3b1 g5f6 b1b6 f6g5 b6c6 c3a1 c6c8 a1g7 c8a8 g7c3 a8f8 g5g6 f8f2 d2e1 f2f1 e1d2 d3c5 c3b4 c5d7 d2c3 d7b6 b4c5 b6d5 c3b4 f1f3 c5d6 f3f6 g6g5 f6f2 g5g6 f2g2 g6f7 e4f5 b4a3 g2e2 a3c5 e2e1 c5a3 e1a1 a3c5 a1a5 c5g1 a5b5 g1c5 b5b7 d6e7 b7d7 c5d6 d5b6 d6g3 b6c4 g3h2 c4a5 h2d6 a5c6 d6a3 c6e5 f7g7 f5e6 g7h6 e5c6 e7h4 d7b7 h6g6 c6e5 g6h6 e6f5 h4e7 e5c6 e7h4 c6d4 h4e7 d4e6 a3b4 b7c7 h6h5 e6f4 h5h6 f4d5 e7f8 d5f6 f8g7 f6e4 g7f8 c7f7 b4a3 e4g5 h6h5 f7h7 f8h6 g5f7 h5h4 f7h6 h4g3 f5e4 a3b2 h6f5 g3g4 h7h2 b2f6 f5e3 g4g5 e3d5 f6d8 h2g2 g5h4 d5f4 d8g5 e4f3 g5f4 g2g4 h4h5 f3f4 h5h6 f4f5 h6h7 f5f6 h7h8 f6f7 h8h7 g4h4 
KRPKBB,B00v11,8459934480,1989553651,3613494478,3427708084,156037616,1806747239,1713854042,78018808,698414418,k7/4b3/b1K5/7P/8/8/8/3R4 w - - ,199,h5h6 a6b7 c6d7 e7f6 d7e6 f6b2 d1d2 b2c3 d2d3 c3b2 d3b3 b2h8 b3a3 a8b8 e6d6 b7h1 a3e3 b8a7 d6c7 a7a6 e3e8 h8b2 c7d6 b2f6 e8e1 h1g2 e1e6 f6h8 e6e8 h8f6 e8f8 f6c3 f8f4 g2h1 h6h7 c3h8 f4f8 h8g7 f8g8 g7c3 g8e8 c3g7 d6c5 h1b7 e8e6 a6a7 c5d6 g7h8 e6e8 h8f6 d6e6 f6b2 e6f5 b7a6 e8e3 a7b6 f5g6 b6c5 g6h6 b2c1 h7h8q c1e3 h6h5 a6e2 h5h4 e3f2 h4g5 f2e3 g5f5 e2d3 f5e6 d3c4 e6d7 c5d5 h8h5 d5d4 h5g4 d4c3 g4f3 c3d4 d7d6 c4b3 f3g4 d4c3 d6e5 b3c2 e5d5 c2b3 d5e4 e3c5 g4f3 c3c4 f3f4 b3a4 f4c1 c4b4 e4d3 a4b5 d3d2 c5d4 c1c7 d4c5 c7f4 b5c4 f4b8 c4b5 d2c2 c5d4 b8c7 b5c4 c7c6 d4c5 c6b7 c4b5 b7g7 b5a4 c2d2 a4c6 g7c3 b4b5 c3b3 b5a6 b3b8 c5b6 d2d3 a6b5 d3c3 b5c5 b8f8 c5d5 c3b4 c6d7 f8g8 d7e6 g8a8 d5d6 a8b8 b6c7 b8b5 e6f7 b5b7 f7e6 b7e4 c7b6 b4b5 b6d8 e4d3 d6c7 d3d4 e6d7 b5c5 d8e7 c5d5 d7c8 d4f2 c7d7 f2a7 d7e8 a7a8 e8d7 a8c6 d7d8 d5e5 c8h3 c6b6 d8c8 e5d5 h3f5 b6d4 f5d7 d4f4 d7h3 f4e3 h3g2 d5e6 e7h4 e3c1 c8b7 c1b2 b7c6 b2g2 c6c5 g2g1 c5b4 g1d4 b4a3 d4h4 a3b2 h4c4 b2a1 c4e2 a1b1 e6d5 b1a1 d5c4 a1b1 c4b3 b1a1 e2d1 
KPKRBB,B00v20,8817262080,2539908172,80015782,1305136724,7292042866,40007891,652568362,3646021433,0,5b2/1P3r2/8/8/7K/8/1b5k/8 w - - ,143,b7b8q h2g1 b8g3 g1h1 g3e1 h1h2 e1d2 h2g1 d2d1 f7f1 d1g4 g1f2 g4f5 f2g2 f5e4 g2f2 e4c2 f2g1 c2g6 g1f2 g6b6 f2g2 b6b2 f1f2 b2b7 g2g1 b7b1 g1h2 b1e1 h2g2 e1e4 g2g1 e4g6 g1h1 g6c6 h1h2 c6c7 h2g2 h4g4 g2g1 c7b6 g1g2 b6b7 g2g1 b7b1 g1g2 b1e4 g2h2 e4e5 h2g2 e5c3 f2f7 c3b2 g2g1 b2b1 g1g2 b1e4 g2h2 g4h4 f7f2 e4e5 h2g2 h4g4 g2f1 g4g3 f2g2 g3h3 g2f2 e5d4 f1e2 h3g3 f2f3 g3g2 f3e3 d4c4 e3d3 c4e4 e2d2 e4f4 d3e3 f4f8 d2d3 f8b4 e3e5 g2g3 e5d5 b4b1 d3d4 g3f4 d4c5 b1a1 d5d4 f4f5 d4d3 a1a5 c5d4 a5b4 d4e3 b4b6 e3d2 b6f2 d2c1 f5e4 d3d2 f2f1 c1b2 f1b5 b2c3 e4e3 d2d1 b5c5 c3b3 e3e2 d1b1 e2d2 b1b2 d2c1 b2a2 c5d5 b3a3 d5e6 a2a1 c1c2 a3b4 e6e4 b4a3 e4a8 a3b4 a8a1 b4c5 a1d1 c5c6 d1d8 c6b5 d8d6 b5a5 d6c6 a5b4 c6d5 b4a4 c2c3 a4a3 d5b3 
KPKRBB,B00v11,8817262080,2539908172,50248606,428496676,8478583506,25124303,214248338,4239291753,0,5b1r/P7/k7/8/8/8/4b1K1/8 w - - ,179,a7a8q a6b6 a8d8 b6c5 d8g5 c5c4 g5f4 c4d3 f4f5 d3d2 f5a5 d2c2 a5a2 c2d3 a2d5 d3c2 d5e4 e2d3 e4a4 c2d2 a4a5 d2e3 a5b6 e3e4 b6e6 e4d4 e6f6 d4d5 f6h8 d3e4 g2f2 f8c5 f2e2 c5d4 h8b8 d4c5 e2d2 c5d4 b8f4 d4e5 f4f7 d5d6 d2e3 e4c6 f7a7 c6d7 a7a5 d7c6 e3d3 c6d5 a5b6 d6e7 b6c5 e7e6 d3e3 e5f6 c5b6 e6e7 b6b8 d5e6 e3f4 e7f7 b8d6 f6g7 f4g5 g7f6 g5h6 f6g7 h6h5 g7f6 d6f4 e6d5 f4f5 d5c6 f5c8 c6e8 c8b7 f7e6 h5g4 e8g6 g4f4 g6e8 b7a6 e6e7 f4e4 e8g6 e4d5 g6f7 d5c5 f6e5 a6h6 f7e6 h6g5 e5f6 g5f4 e6g8 f4c7 e7f8 c7d7 g8f7 d7g4 f8e7 g4e4 e7f8 e4h7 f8e7 c5c6 e7e6 h7h3 e6e5 c6d7 f6g5 h3h2 g5f4 h2h8 e5f5 h8h7 f7g6 h7e7 f4g3 e7g7 g3f4 g7d4 g6f7 d7e7 f7h5 d4c5 f5g6 c5d5 f4g5 e7e6 h5g4 e6e5 g5h6 d5g2 g6g5 g2g3 g5h5 e5f6 h6g5 f6g7 g4f5 g3f3 f5g4 f3h1 g5h4 h1e4 h4g3 e4e3 h5h4 e3h6 g4h5 g7f6 h4g4 h6g5 g4f3 g5h5 f3f4 h5c5 g3h4 f6g6 h4e1 c5c1 f4e5 c1e1 e5d4 e1b4 d4d3 g6f5 d3e3 b4c3 e3f2 f5f4 f2g2 c3e1 g2h2 f4f3 h2h3 e1h1 
KRBBKP,B20v00,8411859960,1360826422,5577069756,34829702,64702,2788534878,17414851,32351,1485990438,3B4/8/8/8/6RK/8/5k1p/B7 w - - ,53,d8b6 f2e1 a1c3 e1d1 g4d4 d1c1 c3b2 c1c2 d4c4 c2b2 b6d4 b2b1 c4b4 b1c1 d4e3 c1c2 b4c4 c2d3 c4c1 d3e3 c1a1 e3d2 a1h1 d2e3 h4g4 e3d2 h1h2 d2e3 g4f5 e3d4 h2h4 d4c3 h4e4 c3c2 e4e3 c2d1 f5e4 d1d2 e4f3 d2d1 e3e2 d1c1 e2f2 c1b1 f3e3 b1a1 e3d3 a1b1 d3c3 b1a1 c3b3 a1b1 f2f1 
KRBBKP,B11v00,8411859960,1360826422,5483886526,310944,52646,2741943263,155472,26323,1377762384,8/8/8/8/8/8/BR1p4/B1k1K3 w - - ,151,e1f2 d2d1n f2e1 d1b2 e1e2 c1c2 e2e3 b2d1 e3d4 d1b2 d4c5 b2d3 c5b5 d3b2 b5b4 b2d3 b4a3 d3f4 a1b2 f4e2 a2g8 e2c1 b2a1 c1e2 a3b4 c2d3 g8h7 d3e3 b4c5 e2f4 a1d4 e3f3 c5d6 f4g2 d6e5 g2e1 d4c3 e1g2 h7e4 f3f2 c3b4 g2e1 e5f4 e1g2 f4g5 g2e1 b4a5 e1g2 a5b6 f2g3 e4d5 g2e1 b6c7 g3f2 g5g4 f2e3 d5f7 e1c2 c7b6 e3d3 f7g6 d3c3 b6a5 c3b3 g4f4 c2b4 g6f7 b3a4 a5b6 a4b5 b6e3 b5c6 f4e5 b4d3 e5d4 d3c5 f7d5 c6b5 e3f2 b5b4 d5f7 c5b3 d4e4 b3c5 e4d5 c5a4 d5d4 a4c5 f2e1 b4b5 d4d5 c5b3 f7e8 b5b6 d5d6 b6a6 e1f2 a6a5 d6d5 a5b4 f2e1 b4a3 e1c3 b3c1 d5c4 c1a2 c3g7 a2c1 e8h5 c1a2 h5d1 a2c1 c4c3 c1a2 c3c2 a3b4 c2b2 a2c1 b2c1 b4c5 d1b3 c5b4 c1b2 b4b5 g7f8 b5c6 b3c4 c6d7 b2a3 d7c6 a3a4 c6d7 c4d5 d7e8 f8a3 e8d7 a4b5 d7e8 b5c6 e8d8 d5f7 d8c8 a3e7 c8b8 c6b6 b8c8 f7e6 c8b8 e7d6 b8a8 e6d5 
KNKBBP,B00v20,8461431900,4147768521,94828,3752430702,4442276382,47414,1876215351,2221138191,66374484,8/8/8/4N3/8/6b1/p6b/k1K5 w - - ,7,e5c6 h2g1 c6a5 g1e3 c1c2 e3c1 a5b3 
KNKBBP,B00v11,8461431900,4147768521,71352,1291749820,7166478556,35676,645874910,3583239278,68506596,8/8/8/b7/8/pb6/3N4/k1K5 w - - ,15,d2b3 a1a2 b3a5 a2a1 a5b3 a1a2 b3d4 a2a1 c1c2 a1a2 d4e2 a2a1 e2c1 a3a2 c1b3 
KBPKBB,B10v20,8526316560,985112606,751469874,2952798418,54372,375734937,1476399209,27186,181324766,8/8/1B6/5P2/8/8/5b2/2b2K1k w - - ,101,f1f2 c1b2 f2g3 b2e5 g3h3 e5f6 b6c5 f6d4 c5d6 d4c5 d6f4 c5e3 h3g4 e3d4 g4f3 d4f6 f4g3 f6g5 g3e5 g5e7 e5g7 e7a3 g7a1 a3e7 a1e5 e7d8 e5g7 d8a5 g7f8 a5c3 f8d6 c3f6 f3e4 h1g2 e4d5 f6g7 d6e5 g7h6 f5f6 g2h3 e5b2 h3g4 d5e5 g4h5 e5f5 h6g5 f6f7 g5e7 b2c1 e7b4 c1f4 b4e7 f5e6 e7f8 e6f6 h5g4 f4c1 g4h5 c1d2 h5g4 f6g6 f8a3 d2c3 a3c5 c3g7 c5a3 g6h7 a3b4 h7g8 g4f5 g7f8 b4d2 f8a3 d2h6 a3b2 f5g6 b2a1 g6f5 a1g7 h6c1 f7f8q f5e4 g7h6 c1b2 f8b4 b2d4 h6g7 e4f4 g7d4 f4e4 d4c5 e4d3 b4d4 d3c2 c5a3 c2b3 d4c5 b3a2 c5c3 a2b1 c3b2 
KBPKBB,B10v02,8526316560,985112606,508589122,3353711546,235206,254294561,1676855773,117603,230564814,4b1bk/3P4/6KB/8/8/8/8/8 w - - ,65,d7e8n g8h7 g6g5 h8g8 e8f6 g8f7 f6h7 f7e6 h7f6 e6e5 g5g6 e5d4 g6f5 d4c5 f5e5 c5c6 f6d5 c6c5 h6e3 c5c6 e5e6 c6b7 e6d6 b7b8 d5c7 b8c8 d6c6 c8b8 e3g1 b8c8 g1a7 c8d8 c7d5 d8e8 a7d4 e8d8 d4e5 d8c8 d5b6 c8d8 e5f6 d8e8 c6d6 e8f7 b6d5 f7f8 d6e6 f8e8 d5e3 e8f8 e3f5 f8e8 f6h4 e8f8 h4e7 f8g8 e6f6 g8h7 f6f7 h7h8 f7g6 h8g8 f5h6 g8h8 e7f6 
KBPKBB,B10v11,8526316560,985112606,1029101572,6627918020,160351822,514550786,3313959010,80175911,422312004,1b6/8/7P/k7/8/3K3b/7B/8 w - - ,169,d3e4 h3g2 e4d4 b8a7 d4d3 g2h3 h2c7 a5b5 d3e4 h3g2 e4f4 b5c6 c7e5 a7g1 h6h7 g1h2 f4f5 c6d5 h7h8q g2e4 f5g5 h2e5 h8h3 d5d4 h3d7 d4c3 d7a4 e5d4 g5f4 e4c2 a4b5 c2b3 b5c6 c3d3 c6f3 d3c4 f3f1 c4c3 f1e1 c3c4 f4f3 b3c2 e1d2 c2d3 f3f4 d4c3 d2a2 c4b4 f4e3 d3c4 a2a7 b4b3 a7c5 c3b2 e3d2 b2c3 d2c1 c3b2 c1d1 b2c3 c5e3 c4d5 e3d3 d5c6 d3a6 c6a4 a6b7 b3c4 d1e2 a4c2 e2e3 c2a4 b7c7 c4b4 e3e4 a4c2 e4d5 c2b3 d5d6 c3d4 c7c1 b3c4 c1d2 d4c3 d2d1 c3b2 d6c6 b2c3 d1g1 c3b2 g1e3 b2a3 c6b6 a3b2 e3e7 b4a4 e7e4 a4b4 e4b1 b4c3 b6a5 c4d3 b1e1 c3c2 e1f2 c2c3 f2g2 c3b3 g2g8 b3c2 g8a2 c2c3 a2d5 b2c1 d5c5 c3b2 a5a4 d3c2 a4b4 c1d2 b4c4 c2b1 c5d4 b2c2 d4d3 c2c1 d3a3 c1d1 a3b2 b1c2 b2a1 d1e2 a1e5 e2d1 e5h5 d1c1 h5h1 c1b2 h1h8 b2b1 h8d4 b1c1 d4a1 c2b1 c4b3 d2h6 a1b2 c1d1 b2b1 d1e2 b1c2 h6d2 b3c4 e2e3 c2d3 e3f4 d3d2 f4f5 c4d5 f5f6 d2f4 f6g7 f4g5 g7h8 d5e5 h8h7 e5f6 h7h8 g5g7 
KBBKQP,B20v00,8477211450,2844367059,115234,1822243974,5125968032,57617,911121987,2562984016,851248156,6qk/7p/5K1B/8/8/8/8/B7 w - - ,15,f6e7 g8g7 a1g7 h8g8 g7f8 g8h8 e7e6 h8g8 f8a3 g8h8 a3b2 h8g8 e6f6 g8h8 f6f7 
KBBKQP,B11v00,8477211450,2844367059,1652666762,475643416,4662590738,826333381,237821708,2331295369,756349216,8/8/8/2k5/1q5B/3B2p1/4K3/8 w - - ,149,h4e7 c5d4 e7b4 g3g2 b4a5 g2g1n e2d2 g1f3 d2c2 f3g5 d3f1 g5e4 a5b6 e4c5 c2d2 d4d5 d2e3 c5b3 f1e2 b3c5 e2f3 d5c4 f3c6 c5b3 c6e8 b3c5 e8f7 c4b5 b6d8 c5b7 d8e7 b5c6 e3d4 b7d6 f7d5 c6c7 e7g5 d6b7 d5h1 b7a5 h1e4 a5b7 d4c3 b7a5 c3b4 a5b7 g5f4 c7b6 f4g3 b7d8 g3f2 b6c7 b4b5 c7d6 f2g3 d6e6 e4c2 d8f7 c2b3 e6f6 g3h4 f6g6 b5c5 f7g5 b3c2 g6h5 h4g3 h5g4 g3d6 g4f3 c5d4 g5e6 d4e5 e6f4 c2e4 f3g4 d6c7 g4g5 e4c2 f4g6 e5d5 g6f4 d5e4 f4h5 e4e5 h5f4 c7d8 g5g4 e5e4 f4g6 c2d1 g4g3 e4e3 g3h3 d1e2 h3g3 d8f6 g3h3 e2b5 h3g4 b5d7 g4h5 d7e8 h5h6 e3e4 g6f8 e4f5 f8h7 f6b2 h7f8 f5f6 f8h7 f6f7 h6g5 f7g7 h7f6 b2f6 g5f5 e8f7 f5e4 g7g6 e4e3 f7d5 e3d2 d5c4 d2c1 f6c3 c1b1 c3b4 b1a1 b4a3 a1b1 c4b3 b1a1 g6f5 a1b1 f5e4 b1a1 b3c4 a1b1 e4d3 b1a1 d3c3 a1b1 c3b3 b1a1 a3b2 a1b1 c4d3 
KBBKNP,B20v00,8477211450,2378995944,332222,6645670902,302324116,166111,3322835451,151162058,851248156,7k/4n2p/7B/5K2/8/8/7B/8 w - - ,21,f5e6 e7c6 e6f7 c6d8 f7f8 d8e6 f8e7 e6g5 h2f4 h8g8 f4g5 g8h8 g5c1 h8g8 c1d2 g8h8 d2c3 h8g8 e7f6 g8h8 f6f7 
KBBKNP,B11v00,8477211450,2378995944,5741478820,902227268,147194828,2870739410,451113634,73597414,756349216,K7/8/8/k7/Bp6/7n/7B/8 w - - ,261,a4d7 h3f2 h2g3 f2d3 g3c7 a5a6 d7e8 d3c5 c7d6 a6b6 d6b8 c5e6 b8a7 b6a5 e8d7 e6g5 a7d4 g5f3 d4g7 a5b6 d7a4 f3d2 g7h6 d2c4 a8b8 b6a5 a4c2 a5b6 h6g7 c4d2 c2d3 d2b3 d3f1 b3d2 f1e2 d2b3 e2d3 b3c5 d3c4 c5e4 c4f7 e4d2 g7h6 d2f3 f7h5 f3e1 h5d1 e1d3 h6g7 d3c5 d1h5 c5e6 g7b2 e6g5 h5e2 b6c5 b2f6 g5e6 f6e7 c5b6 e2c4 e6c5 e7d8 b6c6 d8g5 c5d7 b8a7 d7e5 c4e6 c6b5 g5f6 e5c6 a7a8 b5b6 e6f7 c6a5 a8b8 b6b5 f7e8 b5c5 b8a7 b4b3 a7a6 a5c4 e8g6 c4d2 f6c3 d2c4 c3g7 b3b2 g7c3 c5d5 g6b1 d5c5 b1a2 c5d6 c3b4 d6c6 a2b1 c6d5 a6b5 d5d4 b1f5 c4e5 f5c2 e5f3 b5a4 d4c4 c2g6 f3d4 b4a3 c4c3 a3e7 c3c4 e7f6 c4c5 f6g7 b2b1q g6b1 d4e6 g7a1 e6d4 b1d3 d4f3 a4b3 f3g1 a1b2 g1f3 b3c3 f3g5 d3f1 g5e6 f1g2 c5d6 g2h1 e6f4 c3d4 f4e6 d4e4 e6c5 e4f5 c5b3 b2a3 d6d7 f5e4 b3a5 e4d5 a5b7 h1e4 d7c7 a3c1 b7a5 c1e3 a5b7 e3f2 b7d8 f2g3 c7b6 d5c4 d8b7 c4b4 b7d8 g3f2 b6c7 b4b5 c7d6 f2g3 d6e6 e4c2 d8f7 c2b3 e6f6 g3h4 f6g6 b5c5 f7g5 b3c2 g6h5 h4g3 h5g4 g3d6 g4f3 c5d4 g5e6 d4e5 e6f4 c2e4 f3g4 d6c7 g4g5 e4c2 f4g6 e5d5 g6f4 d5e4 f4h5 e4e5 h5f4 c7d8 g5g4 e5e4 f4g6 c2d1 g4g3 e4e3 g3h3 d1e2 h3g3 d8f6 g3h3 e2b5 h3g4 b5d7 g4h5 d7e8 h5h6 e3e4 g6f8 e4f5 f8h7 f6b2 h7f8 f5f6 f8h7 f6f7 h6g5 f7g7 h7f6 b2f6 g5f5 e8f7 f5e4 g7g6 e4e3 f7d5 e3d2 d5c4 d2c1 f6c3 c1b1 c3b4 b1a1 b4a3 a1b1 c4b3 b1a1 g6f5 a1b1 f5e4 b1a1 b3c4 a1b1 e4d3 b1a1 d3c3 a1b1 c3b3 b1a1 a3b2 a1b1 c4d3 
KKBBBP,B00v30,3023591880,782577175,0,172127532,1267693836,0,86063766,633846918,0,,,
KKBBBP,B00v21,3023591880,782577175,0,28607492,4578754900,0,14303746,2289377450,0,,,
